777000883 	化学工艺
777000884 	生物化工
777000885 	工业催化
777000886 	矿产普查与勘探
777000887 	地球探测与信息技术
777000888 	安全技术及工程
777000889 	油气井工程
777000890 	油气田开发工程
777000891 	纺织材料与纺织品设计
777000892 	纺织化学与染整工程
777000893 	制浆造纸工程
777000894 	制糖工程
777000895 	发酵工程
777000896 	皮革化学与工程
777000897 	道路与铁道工程
777000898 	交通信息工程及控制
777000899 	交通运输规划与管理
777000900 	载运工具运用工程
777000901 	船舶与海洋结构物设计制造
777000902 	飞行器设计
777000903 	航空宇航推进理论与工程
777000904 	航空宇航制造工程
777000905 	人机与环境工程
777000906 	武器系统与运用工程
777000907 	兵器发射理论与技术
777000908 	火炮、自动武器与弹药工程
777000909 	军事化学与烟火技术
777000910 	核能科学与工程
777000911 	核燃料循环与材料
777000912 	核技术及应用
777000913 	辐射防护及环境保护
777000914 	农业机械化工程
777000915 	农业水土工程
777000916 	农业生物环境与能源工程
777000917 	木材科学与技术
777000918 	林产化学加工工程
777000919 	食品科学
777000920 	粮食、油脂及植物蛋白工程
777000921 	农产品加工及贮藏工程
777000922 	水产品加工及贮藏工程
777000923 	作物栽培学与耕作学
777000924 	作物遗传育种
777000925 	果树学
777000926 	蔬菜学
777000927 	土壤学
777000928 	植物营养学
777000929 	植物病理学
777000930 	农业昆虫与害虫防治
777000931 	农药学
777000932 	动物遗传育种与繁殖
777000933 	动物营养与饲料科学
777000934 	特种经济动物饲养
777000935 	基础兽医学
777000936 	预防兽医学
777000937 	临床兽医学
777000938 	林木遗传育种
777000939 	森林培育
777000940 	森林保护学
777000941 	森林经理学
777000942 	野生动植物保护与利用
777000943 	园林植物与观赏园艺
777000944 	水产养殖
777000945 	捕捞学
777000946 	渔业资源
777000947 	人体解剖与组织胚胎学
777000948 	免疫学
777000949 	病原生物学
777000950 	病理学与病理生理学
777000951 	航空、航天与航海医学
777000952 	内科学
777000953 	儿科学
777000954 	老年医学
777000955 	神经病学
777000956 	精神病与精神卫生学
777000957 	皮肤病与性病学
777000958 	影像医学与核医学
777000959 	临床检验诊断学
777000960 	外科学
777000961 	妇产科学
777000962 	眼科学
777000963 	耳鼻咽喉科学
777000964 	肿瘤学
777000965 	康复医学与理疗学
777000966 	运动医学
777000967 	急诊医学
777000968 	口腔基础医学
777000969 	口腔临床医学
777000970 	流行病与卫生统计学
777000971 	劳动卫生与环境卫生学
777000972 	营养与食品卫生学
777000973 	儿少卫生与妇幼保健学
777000974 	卫生毒理学
777000975 	军事预防医学
777000976 	中医基础理论
777000977 	中医临床基础
777000978 	中医医史文献
777000979 	方剂学
777000980 	中医诊断学
777000981 	中医内科学
777000982 	中医外科学
777000983 	中医骨伤科学
777000984 	中医妇科学
777000985 	中医儿科学
777000986 	中医五官科学
777000987 	民族医学
777000988 	中西医结合基础
777000989 	中西医结合临床
777000990 	药剂学
777000991 	生药学
777000992 	药物分析学
777000993 	微生物与生化药学
777000994 	药理学
777000995 	军事思想
777000996 	军事历史
777000997 	军事战略学
777000998 	战争动员学
777000999 	联合战役学
777001000 	军种战役学
777001001 	合同战术学
777001002 	兵种战术学
777001003 	作战指挥学
777001004 	军事运筹学
777001005 	军事通信学
777001006 	军事情报学
777001007 	密码学
777001008 	军事教育训练学
777001009 	军事组织编制学
777001010 	军队管理学
777001011 	军事后勤学
777001012 	后方专业勤务
777001013 	军事装备学
777001014 	企业管理
777001015 	技术经济及管理
777001016 	农业经济管理
777001017 	林业经济管理
777001018 	社会医学与卫生事业管理
777001019 	教育经济与管理
777001020 	社会保障
777001021 	情报学
777001022 	作物生产技术
777001023 	种子生产与经营
777001024 	设施农业与装备
777001025 	现代农业技术
777001026 	休闲农业
777001027 	生态农业技术
777001028 	园艺技术
777001029 	植物保护与检疫技术
777001030 	茶树栽培与茶叶加工
777001031 	中草药栽培技术
777001032 	烟草栽培与加工
777001033 	棉花加工与经营管理
777001034 	农产品加工与质量检测
777001035 	绿色食品生产与检验
777001036 	农资营销与服务
777001037 	农产品流通与管理
777001038 	农业装备应用技术
777001039 	农村经营管理
777001040 	热带作物生产技术
777001041 	设施农业技术
777001042 	现代农业
777001043 	观光农业
777001044 	都市园艺
777001045 	设施园艺工程
777001046 	食药用菌
777001047 	植物检疫
777001048 	茶叶生产加工技术
777001049 	药用植物栽培加工
777001050 	烟草栽培技术
777001051 	农产品质量检测
777001052 	农产品加工与品质管理
777001053 	绿色食品生产与经营
777001054 	都市农业装备应用技术
777001055 	茶艺
777001056 	林业技术
777001057 	园林技术
777001058 	森林资源保护
777001059 	经济林培育与利用
777001060 	野生植物资源保护与利用
777001061 	野生动物资源保护与利用
777001062 	森林生态旅游
777001063 	森林防火指挥与通讯
777001064 	自然保护区建设与管理
777001065 	木工设备应用技术
777001066 	木材加工技术
777001067 	林业调查与信息处理
777001068 	林业信息技术与管理
777001069 	商品花卉
777001070 	城市园林
777001071 	经济林栽培与产品加工技术
777001072 	野生植物资源开发与利用
777001073 	野生动物保护
777001074 	木材工业机械应用技术
777001075 	人造板自动化生产技术
777001076 	林业信息技术
777001077 	森林采运工程
777001078 	森林工程技术
777001079 	林副新产品加工
777001080 	园林建筑
777001081 	林产化工技术
777001082 	家具卖场设计与管理
777001083 	高尔夫场地管理
777001084 	畜牧兽医
777001085 	动物防疫与检疫
777001086 	动物医学检验技术
777001087 	宠物养护与驯导
777001088 	实验动物技术
777001089 	饲料与动物营养
777001090 	特种动物养殖
777001091 	畜牧工程技术
777001092 	蚕桑技术
777001093 	草业技术
777001094 	养蜂与蜂产品加工
777001095 	畜牧业经济管理
777001096 	畜牧
777001097 	养禽与禽病防治
777001098 	猪生产与疾病防制
777001099 	猪生产技术
777001100 	动物科学与技术
777001101 	草食动物生产与疫病防制
777001102 	运动马驯养与管理
777001103 	兽医
777001104 	宠物医学
777001105 	兽医医药
777001106 	动物医药
777001107 	宠物药学
777001108 	动物医学检验
777001109 	宠物医疗与保健
777001110 	宠物护理与美容
777001111 	宠物训导与保健
777001112 	宠物养护与疫病防治
777001113 	实验动物养殖
777001114 	草原保护与利用
777001115 	现代畜牧业经营管理
777001116 	兽药生产与营销
777001117 	水产养殖技术
777001118 	海洋渔业技术
777001119 	水生动物医学
777001120 	渔业经济管理
777001121 	水生动植物保护
777001122 	城市渔业
777001123 	渔业综合技术
777001124 	海洋捕捞技术
777001125 	特种水产养殖与疾病防治
777001126 	农业技术与管理
777001127 	农村行政与经济管理
777001128 	林业经济信息管理
777001129 	林业信息工程与管理
